avg_gdp_pc_diff,age_effect,initial_effect,final_effect,mort_effect,prod_effect,fert_effect
-0.0012248172923656,40,20,20,0.0,0.0,0.0
5641.47461564688,65,0,10,1.0,5.0,0.0
-4621.378316464628,50,0,20,5.0,0.0,0.0
-3777.933247296913,50,0,0,5.0,1.0,1.5
-4615.835760503022,65,0,0,5.0,0.0,0.0
7065.116378902257,50,10,0,1.0,5.0,1.5
6212.444505631429,65,20,0,1.0,5.0,0.0
465.20614364576096,65,0,0,1.0,1.0,0.5
-57.773204926219826,40,0,20,0.0,0.0,0.5
5818.618611315543,50,20,10,0.0,5.0,1.5
3281.5486048262296,50,0,10,5.0,5.0,0.5
-25.027603021154867,40,10,20,0.0,0.0,0.5
951.1195747553678,40,10,20,1.0,1.0,0.0
-2826.1813623098024,50,10,0,5.0,1.0,1.5
6972.8721783365545,50,0,0,1.0,5.0,1.5
2737.0549243096557,65,20,20,1.0,5.0,0.0
-3819.853454649196,65,10,0,5.0,0.0,0.5
-1155.9585019288363,40,20,20,5.0,1.0,0.5
-1048.6984281411237,40,10,0,1.0,0.0,0.5
6416.833162109294,40,10,20,1.0,5.0,0.0
-823.9359027534914,65,0,10,1.0,0.0,1.5
-2153.523293432512,40,10,10,2.52,0.0,0.0
-786.6247016680385,50,10,10,1.0,0.0,1.5
7863.587599996684,50,0,20,0.0,5.0,1.5
-4498.410250169681,40,10,10,5.0,0.0,1.5
3225.691866466576,40,20,20,1.0,5.0,0.5
2775.3993766915464,65,20,20,0.0,5.0,1.5
533.6407742632381,65,0,10,1.0,1.0,0.0
-3689.977756916684,40,0,10,5.0,1.0,1.5
1330.7821052505697,65,0,10,0.0,1.0,0.0
-2442.528494292737,40,10,10,5.0,1.0,1.5
-3667.605146688141,40,20,0,5.0,0.0,0.0
533.6407742632381,65,0,10,1.0,1.0,1.5
7323.561111557178,40,0,10,1.0,5.0,1.5
7091.5262958767735,40,10,20,0.0,5.0,0.0
-2052.0734702540976,40,20,20,5.0,0.0,0.5
2347.5262071521693,40,0,0,5.0,5.0,1.5
2715.980936479763,65,0,10,5.0,5.0,1.5
1132.670049713251,50,20,0,1.0,1.0,0.5
-2770.799337561496,65,0,10,5.0,1.0,1.5
0.0690368616016626,40,10,10,0.01,0.02,0.5
920.9048848509804,40,10,10,1.0,1.0,1.5
3068.381018070062,65,10,0,5.0,5.0,0.5
6545.8696513939385,40,0,0,1.0,5.0,1.5
970.66435429574,50,10,20,1.0,1.0,0.0
5641.47461564688,65,0,10,1.0,5.0,1.5
-1526.8420414703432,50,20,0,5.0,1.0,0.5
3945.738412838644,40,10,10,5.0,5.0,1.5
-443.34441875258926,40,20,20,1.0,0.0,0.5
-1.0054992789851636,50,0,20,0.0,0.0,1.5
605.1557714581252,65,10,0,1.0,1.0,0.5
-731.0525351662682,40,20,0,1.0,0.0,0.0
0.0391561162347594,65,20,20,0.0,0.0,1.5
-3092.066982195117,40,10,0,5.0,1.0,0.5
-2228.6222009097123,65,10,20,5.0,0.0,0.0
-2770.799337561496,65,0,10,5.0,1.0,0.0
-5088.475024125933,40,10,0,5.0,0.0,0.5
626.9304960293729,65,20,20,0.0,1.0,1.5
2037.7629080969105,65,10,10,2.5,2.5,0.6
1060.844010607036,40,10,10,0.41,0.72,0.0
0.0389396507664406,40,20,0,0.0,0.0,0.0
1802.5903353302592,50,0,20,0.0,1.0,1.5
432.4988136610399,40,20,20,1.0,1.0,0.5
965.4223799834796,40,10,10,0.0,0.5,0.0
767.3786848208152,40,10,10,0.13,0.47,0.54
0.0389396507664406,40,0,10,0.0,0.0,0.0
3744.989118834871,40,10,20,5.0,5.0,0.0
0.0389396507664406,65,10,10,0.0,0.0,0.5
-272.49422108953394,65,20,20,5.0,1.0,0.0
-897.0012107389006,65,20,0,5.0,1.0,0.0
1649.4714024420314,40,20,20,5.0,5.0,0.5
1196.8515194060774,40,10,10,0.2,0.7,0.0
-4226.48482427881,65,0,10,5.0,0.0,1.5
-6296.584392915054,40,0,0,5.0,0.0,1.5
728.2190261748162,50,0,0,1.0,1.0,1.5
0.0389396507664406,50,0,0,0.0,0.0,0.0
-1888.148025578761,40,10,20,5.0,1.0,0.0
1965.606866767788,65,20,20,5.0,5.0,0.0
-3316.754056932747,50,0,10,5.0,1.0,0.5
4390.918034498902,40,20,0,5.0,5.0,1.5
-492.5564724802222,65,20,10,5.0,1.0,0.5
5589.794833078906,65,0,0,1.0,5.0,0.5
4282.681800811608,65,20,0,5.0,5.0,0.0
4481.4036581729815,40,10,10,0.0,2.5,0.0
2876.949267590428,50,0,0,5.0,5.0,1.5
-898.0370834047319,65,0,0,1.0,0.0,0.0
0.0389396507664406,65,0,20,0.0,0.0,0.5
2715.980936479763,65,0,10,5.0,5.0,0.0
-0.1233391746867536,50,10,20,0.0,0.0,0.5
7023.366344157522,50,0,10,1.0,5.0,0.5
-907.0637818840804,50,0,20,1.0,0.0,0.0
-35.5783978475388,40,10,10,0.0,0.0,0.6
1054.6132085185618,40,20,0,1.0,1.0,1.5
4188.320603500399,65,20,10,1.0,5.0,0.5
6630.290963421287,50,10,20,0.0,5.0,0.0
-3154.988247826475,65,0,0,5.0,1.0,0.5
405.7075588886399,65,10,10,0.5,0.5,0.5
-4615.835545035129,65,0,0,5.0,0.0,0.5
-971.6601558260694,65,10,20,5.0,1.0,1.5
-794.8740374060469,40,20,0,1.0,0.0,1.5
0.0389396507664406,50,0,20,0.0,0.0,0.0
-2027.7470521167324,40,20,20,5.0,0.0,0.0
-2271.629898428749,65,20,0,5.0,0.0,1.5
-948.8366500498724,50,10,0,1.0,0.0,1.5
1321.7793039090272,65,0,20,0.0,1.0,0.5
0.0389396507664406,65,0,0,0.0,0.0,0.0
-370.71266187016903,40,10,10,0.44,0.0,0.0
7064.41610451475,40,10,20,0.0,5.0,0.5
-0.3567757761560469,50,20,10,0.0,0.0,1.5
-5267.818449342036,50,0,10,5.0,0.0,0.5
-1125.4559526689825,50,0,0,1.0,0.0,1.5
-1123.3389056229014,50,0,0,1.0,0.0,0.0
