avg_diff,age_effect,initial_effect,final_effect,mort_effect,prod_effect,fert_effect
2248.8577549414795,40,10,20,1.0,5.0,0.5
3919.160987644576,40,10,10,5.0,5.0,0.6
2923.281580395048,50,10,20,5.0,5.0,0.5
0.6947951229641092,50,0,0,0.0,0.0,1.5
3351.269653163741,65,0,20,5.0,5.0,0.5
2686.561724283516,40,0,20,1.0,5.0,0.5
4028.7937636860606,40,0,20,5.0,5.0,0.0
1511.3928917229314,65,10,20,0.0,5.0,1.5
1307.1567500173487,40,10,20,5.0,1.0,0.5
675.6651587996234,50,10,20,1.0,1.0,0.5
2140.370518650998,40,10,0,5.0,1.0,0.0
679.472341759982,65,0,20,1.0,1.0,0.5
0.0415531534386559,50,10,0,0.0,0.0,1.5
2044.999748660682,40,0,20,5.0,1.0,0.5
-18.99253292226888,40,20,0,0.0,0.0,1.5
83.75296098245144,65,20,20,1.0,0.0,1.5
4148.73210777791,40,10,0,5.0,5.0,0.0
2646.16203244474,40,0,0,0.0,5.0,1.5
0.0112022581138404,65,0,20,0.0,0.0,0.0
1821.5257868774615,65,0,10,0.0,5.0,1.5
670.5464140841183,65,10,10,1.0,1.0,0.0
-6.11035305505041,40,20,20,0.0,0.0,0.5
323.99946457644046,50,0,20,1.0,0.0,1.5
670.5464140841183,65,10,10,1.0,1.0,0.5
2291.946078087051,40,10,0,0.0,5.0,0.5
2040.5022809050708,40,0,20,5.0,1.0,0.0
2358.584222057519,50,20,0,0.0,5.0,0.5
-0.0003729032453492,65,20,10,0.0,0.0,0.0
3971.0780184428536,50,0,20,5.0,5.0,1.5
152.80461210301368,65,20,10,1.0,0.0,0.0
-10.44844855244378,40,10,10,0.0,0.0,1.5
53.79035338714253,40,0,10,0.0,0.0,1.5
1113.146279152692,65,20,20,5.0,5.0,1.5
855.5175633308188,50,0,20,1.0,1.0,1.5
227.9758760852026,40,20,20,0.0,1.0,0.5
4157.245861414757,50,0,10,5.0,5.0,0.0
288.35514208392857,65,0,20,1.0,0.0,0.0
1567.9066402095336,40,20,10,0.0,5.0,0.0
4550.897619780947,40,0,0,5.0,5.0,0.0
777.238562760079,65,20,20,0.0,5.0,0.0
1758.3208884180408,50,0,0,5.0,0.0,0.0
475.6271728664384,40,10,20,0.0,1.0,0.0
470.89538002640376,40,10,20,0.0,1.0,0.5
246.7413742592555,65,20,0,1.0,0.0,1.5
561.9127455404783,65,10,20,1.0,1.0,1.5
878.5478247783527,40,20,0,5.0,0.0,1.5
328.22665441312927,65,0,0,1.0,0.0,0.5
1785.9159484981203,65,20,0,0.0,5.0,0.0
1758.989977075464,50,0,0,5.0,0.0,1.5
1810.0612163191008,65,0,20,0.0,5.0,0.5
1821.5257868774615,65,0,10,0.0,5.0,0.0
346.39846720166184,50,0,10,1.0,0.0,0.5
39.542475395100496,40,20,20,1.0,0.0,0.0
1886.566223731905,50,10,20,0.0,5.0,0.5
152.80459732918388,65,20,10,1.0,0.0,0.5
2923.365675828549,50,10,20,5.0,5.0,0.0
3599.6657488577184,65,0,0,5.0,5.0,0.5
883.9742356044951,50,0,10,1.0,1.0,0.5
3111.288170618622,65,20,0,5.0,5.0,1.5
-0.0003729032453492,40,20,20,0.0,0.0,0.0
2174.364746635065,65,0,10,1.0,5.0,0.0
1407.928306616474,50,0,20,5.0,0.0,0.0
2363.4417983682943,50,0,0,5.0,1.0,1.5
1466.8308070633304,65,0,0,5.0,0.0,0.0
2673.2023724696387,50,10,0,1.0,5.0,1.5
2174.82685024732,65,20,0,1.0,5.0,0.0
725.347208519921,65,0,0,1.0,1.0,0.5
6.252881781975361,40,0,20,0.0,0.0,0.5
1634.330697896316,50,20,10,0.0,5.0,1.5
4157.305029778313,50,0,10,5.0,5.0,0.5
-4.600894642531372,40,10,20,0.0,0.0,0.5
683.8213418667631,40,10,20,1.0,1.0,0.0
2101.0714102217644,50,10,0,5.0,1.0,1.5
2762.5260514549323,50,0,0,1.0,5.0,1.5
866.4299079332473,65,20,20,1.0,5.0,0.0
1344.941767366469,65,10,0,5.0,0.0,0.5
345.80952510821203,40,20,20,5.0,1.0,0.5
355.6190898558661,40,10,0,1.0,0.0,0.5
2254.1261179897683,40,10,20,1.0,5.0,0.0
293.49609996779617,65,0,10,1.0,0.0,1.5
683.4214552568394,40,10,10,2.52,0.0,0.0
301.38085421386336,50,10,10,1.0,0.0,1.5
2261.1127408769453,50,0,20,0.0,5.0,1.5
1231.1782817045582,40,10,10,5.0,0.0,1.5
1014.7935712329192,40,20,20,1.0,5.0,0.5
738.877555603051,65,20,20,0.0,5.0,1.5
688.4215008531264,65,0,10,1.0,1.0,0.0
2279.296047926475,40,0,10,5.0,1.0,1.5
382.7680809387594,65,0,10,0.0,1.0,0.0
1854.9677082404312,40,10,10,5.0,1.0,1.5
943.8342745432212,40,20,0,5.0,0.0,0.0
688.4215008531264,65,0,10,1.0,1.0,1.5
2964.4761467195453,40,0,10,1.0,5.0,1.5
2019.3087809505844,40,10,20,0.0,5.0,0.0
100.72789044680376,40,20,20,5.0,0.0,0.5
4691.546856939331,40,0,0,5.0,5.0,1.5
3436.3918749184822,65,0,10,5.0,5.0,1.5
757.3656972781467,50,20,0,1.0,1.0,0.5
1770.1692259930996,65,0,10,5.0,1.0,1.5
10.672681171273624,40,10,10,0.01,0.02,0.5
836.2228456843628,40,10,10,1.0,1.0,1.5
3431.1812455424983,65,10,0,5.0,5.0,0.5
2956.9423981520326,40,0,0,1.0,5.0,1.5
675.6893434778774,50,10,20,1.0,1.0,0.0
2174.364746635065,65,0,10,1.0,5.0,1.5
1532.573589755155,50,20,0,5.0,1.0,0.5
3791.167021780491,40,10,10,5.0,5.0,1.5
33.54277233450027,40,20,20,1.0,0.0,0.5
0.1083956908676242,50,0,20,0.0,0.0,1.5
692.1653461909486,65,10,0,1.0,1.0,0.5
230.90317031138633,40,20,0,1.0,0.0,0.0
0.0112022581138404,65,20,20,0.0,0.0,1.5
2142.207257210601,40,10,0,5.0,1.0,0.5
923.2057791020304,65,10,20,5.0,0.0,0.0
1770.1692259930996,65,0,10,5.0,1.0,0.0
1530.1639119196516,40,10,0,5.0,0.0,0.5
167.70014724515363,65,20,20,0.0,1.0,1.5
1681.9858608934612,65,10,10,2.5,2.5,0.6
526.720003022831,40,10,10,0.41,0.72,0.0
0.0111399113276178,40,20,0,0.0,0.0,0.0
518.6390006996853,50,0,20,0.0,1.0,1.5
268.65248466695135,40,20,20,1.0,1.0,0.5
277.683973258441,40,10,10,0.0,0.5,0.0
295.9040670147995,40,10,10,0.13,0.47,0.54
0.0111399113276178,40,0,10,0.0,0.0,0.0
2984.7206365401435,40,10,20,5.0,5.0,0.0
0.0111399113276178,65,10,10,0.0,0.0,0.5
508.47282518833725,65,20,20,5.0,1.0,0.0
1474.1556967414872,65,20,0,5.0,1.0,0.0
1107.2537589257158,40,20,20,5.0,5.0,0.5
451.53257824976333,40,10,10,0.2,0.7,0.0
1328.0807279826631,65,0,10,5.0,0.0,1.5
1994.729716315494,40,0,0,5.0,0.0,1.5
938.6924084262656,50,0,0,1.0,1.0,1.5
0.0111399113276178,50,0,0,0.0,0.0,0.0
1313.1006814160523,40,10,20,5.0,1.0,0.0
1113.1462154831654,65,20,20,5.0,5.0,0.0
2132.722962201901,50,0,10,5.0,1.0,0.5
3357.0368690264613,40,20,0,5.0,5.0,1.5
928.6632609852716,65,20,10,5.0,1.0,0.5
2218.1311962586365,65,0,0,1.0,5.0,0.5
3015.9405212217125,65,20,0,5.0,5.0,0.0
1289.0031574437362,40,10,10,0.0,2.5,0.0
4421.707197049921,50,0,0,5.0,5.0,1.5
328.22665441312927,65,0,0,1.0,0.0,0.0
0.0111399113276178,65,0,20,0.0,0.0,0.5
3436.3918749184822,65,0,10,5.0,5.0,0.0
-0.0233968720255717,50,10,20,0.0,0.0,0.5
2694.308055598383,50,0,10,1.0,5.0,0.5
323.90605694970486,50,0,20,1.0,0.0,0.0
-3.794067469271312,40,10,10,0.0,0.0,0.6
747.897389813535,40,20,0,1.0,1.0,1.5
1421.0539111050366,65,20,10,1.0,5.0,0.5
1886.590879368636,50,10,20,0.0,5.0,0.0
1912.9540675466212,65,0,0,5.0,1.0,0.5
339.0831351765634,65,10,10,0.5,0.5,0.5
1466.830872904675,65,0,0,5.0,0.0,0.5
1293.92311126756,65,10,20,5.0,1.0,1.5
211.6304079299507,40,20,0,1.0,0.0,1.5
0.0111399113276178,50,0,20,0.0,0.0,0.0
108.01613034441289,40,20,20,5.0,0.0,0.0
1065.0450186236676,65,20,0,5.0,0.0,1.5
339.02607333291854,50,10,0,1.0,0.0,1.5
380.0717324547993,65,0,20,0.0,1.0,0.5
0.0111399113276178,65,0,0,0.0,0.0,0.0
129.41666805610802,40,10,10,0.44,0.0,0.0
2014.2605624324603,40,10,20,0.0,5.0,0.5
-0.1057247891324664,50,20,10,0.0,0.0,1.5
1533.846447467561,50,0,10,5.0,0.0,0.5
397.23389146376354,50,0,0,1.0,0.0,1.5
396.552967573615,50,0,0,1.0,0.0,0.0
