NPV,age_effect,initial_effect,final_effect,mort_effect,prod_effect,fert_effect
76.03908634436021,40,0,20,0.0,0.0,1.5
34.04017383026715,40,0,20,0.0,0.0,1.5
15.646736782257506,40,0,20,0.0,0.0,1.5
7.380918984840938,40,0,20,0.0,0.0,1.5
3.565703317144375,40,0,20,0.0,0.0,1.5
1.7560530694064438,40,0,20,0.0,0.0,1.5
64.42413187466582,65,0,0,1.0,1.0,1.5
38.2525275163683,65,0,0,1.0,1.0,1.5
24.626833124063356,65,0,0,1.0,1.0,1.5
17.077190611255595,65,0,0,1.0,1.0,1.5
12.618572563337484,65,0,0,1.0,1.0,1.5
9.81692539258601,65,0,0,1.0,1.0,1.5
214.45189621922103,50,0,0,5.0,1.0,0.5
124.04285022252348,50,0,0,5.0,1.0,0.5
77.38002881921756,50,0,0,5.0,1.0,0.5
51.81523639999307,50,0,0,5.0,1.0,0.5
36.923476168237926,50,0,0,5.0,1.0,0.5
27.712279122204905,50,0,0,5.0,1.0,0.5
175.47285277099405,65,0,0,5.0,1.0,0.0
102.55256707851204,65,0,0,5.0,1.0,0.0
64.84457162218443,65,0,0,5.0,1.0,0.0
44.11975006001554,65,0,0,5.0,1.0,0.0
31.990251848892058,65,0,0,5.0,1.0,0.0
24.44042081667909,65,0,0,5.0,1.0,0.0
74.69069671464541,50,0,10,1.0,1.0,1.5
42.85453925276134,50,0,10,1.0,1.0,1.5
26.378133296742313,50,0,10,1.0,1.0,1.5
17.32950570001783,50,0,10,1.0,1.0,1.5
12.05095781390133,50,0,10,1.0,1.0,1.5
8.786524489148452,50,0,10,1.0,1.0,1.5
34.51606081666125,40,20,20,0.0,1.0,0.0
17.962014004979906,40,20,20,0.0,1.0,0.0
9.749658620925858,40,20,20,0.0,1.0,0.0
5.500641870046038,40,20,20,0.0,1.0,0.0
3.2101429608374605,40,20,20,0.0,1.0,0.0
1.9267430276202928,40,20,20,0.0,1.0,0.0
180.8235983603599,50,0,20,5.0,1.0,0.0
99.21263364075864,50,0,20,5.0,1.0,0.0
57.76545470536674,50,0,20,5.0,1.0,0.0
35.57933195159034,50,0,20,5.0,1.0,0.0
23.05346701782673,50,0,20,5.0,1.0,0.0
15.605690291190088,50,0,20,5.0,1.0,0.0
317.16050797264177,65,0,0,5.0,5.0,1.5
187.5578468120598,65,0,0,5.0,5.0,1.5
120.15971647747725,65,0,0,5.0,5.0,1.5
82.8721947457934,65,0,0,5.0,5.0,1.5
60.89237241138775,65,0,0,5.0,5.0,1.5
47.111507834592466,65,0,0,5.0,5.0,1.5
147.78842758865517,40,20,20,0.0,5.0,0.0
76.83169622777231,40,20,20,0.0,5.0,0.0
41.65414688954494,40,20,20,0.0,5.0,0.0
23.469690952485912,40,20,20,0.0,5.0,0.0
13.678046907720576,40,20,20,0.0,5.0,0.0
8.199045562768411,40,20,20,0.0,5.0,0.0
26.890317042939454,65,10,20,0.0,1.0,0.0
14.664890723435173,65,10,20,0.0,1.0,0.0
8.43961455812677,65,10,20,0.0,1.0,0.0
5.104406918876545,65,10,20,0.0,1.0,0.0
3.2252379236178603,65,10,20,0.0,1.0,0.0
2.1145128362516634,65,10,20,0.0,1.0,0.0
317.1605135887152,65,0,0,5.0,5.0,0.0
187.55785022922035,65,0,0,5.0,5.0,0.0
120.15971873705357,65,0,0,5.0,5.0,0.0
82.87219635537855,65,0,0,5.0,5.0,0.0
60.892373631367185,65,0,0,5.0,5.0,0.0
47.11150880596654,65,0,0,5.0,5.0,0.0
119.23919413335682,65,20,20,0.0,5.0,0.5
61.987938956117034,65,20,20,0.0,5.0,0.5
33.61569606760465,65,20,20,0.0,5.0,0.5
18.9552529795402,65,20,20,0.0,5.0,0.5
11.064451531391803,65,20,20,0.0,5.0,0.5
6.650659367529527,65,20,20,0.0,5.0,0.5
29.037548305791695,50,10,10,1.0,0.0,0.5
15.492340610604888,50,10,10,1.0,0.0,0.5
8.6938937241102,50,10,10,1.0,0.0,0.5
5.114415828477971,50,10,10,1.0,0.0,0.5
3.137523687770898,50,10,10,1.0,0.0,0.5
1.9944733093412452,50,10,10,1.0,0.0,0.5
174.0825578442455,50,0,20,0.0,5.0,0.5
99.78477361308182,50,0,20,0.0,5.0,0.5
61.17869197583914,50,0,20,0.0,5.0,0.5
39.90735779225368,50,0,20,0.0,5.0,0.5
27.47704567195717,50,0,20,0.0,5.0,0.5
19.79325012240912,50,0,20,0.0,5.0,0.5
208.84423361772815,40,20,20,1.0,5.0,1.5
104.68380578745074,40,20,20,1.0,5.0,1.5
54.75107497961483,40,20,20,1.0,5.0,1.5
29.812067940476563,40,20,20,1.0,5.0,1.5
16.832331678666904,40,20,20,1.0,5.0,1.5
9.801796137641938,40,20,20,1.0,5.0,1.5
151.45937102232543,40,10,10,5.0,0.0,0.5
77.42934651781898,40,10,10,5.0,0.0,0.5
41.33686324867044,40,10,10,5.0,0.0,0.5
22.954384311057343,40,10,10,5.0,0.0,0.5
13.17332872664112,40,10,10,5.0,0.0,0.5
7.746224409011308,40,10,10,5.0,0.0,0.5
26.338696117936177,65,0,10,1.0,0.0,0.5
14.913606113214062,65,0,10,1.0,0.0,0.5
9.047788596951175,65,0,10,1.0,0.0,0.5
5.856523515147825,65,0,10,1.0,0.0,0.5
4.014035078980494,65,0,10,1.0,0.0,0.5
2.886663275620835,65,0,10,1.0,0.0,0.5
108.84948777690762,40,10,0,1.0,0.0,1.5
51.647371701944174,40,10,0,1.0,0.0,1.5
25.622152292530536,40,10,0,1.0,0.0,1.5
13.325503428888132,40,10,0,1.0,0.0,1.5
7.268694706713246,40,10,0,1.0,0.0,1.5
4.148416703236467,40,10,0,1.0,0.0,1.5
115.81563813389003,65,10,0,5.0,0.0,1.5
64.05919625460464,65,10,0,5.0,0.0,1.5
37.66931836586559,65,10,0,5.0,0.0,1.5
23.45924896705364,65,10,0,5.0,0.0,1.5
15.372194027487415,65,10,0,5.0,0.0,1.5
10.516141008416378,65,10,0,5.0,0.0,1.5
181.57987521505223,40,20,20,5.0,1.0,1.5
87.88252997056017,40,20,20,5.0,1.0,1.5
44.08965004735462,40,20,20,5.0,1.0,1.5
22.895844847683268,40,20,20,5.0,1.0,1.5
12.27491696475358,40,20,20,5.0,1.0,1.5
6.769414325170816,40,20,20,5.0,1.0,1.5
27.826358635746995,50,20,0,1.0,0.0,1.5
14.495799219297126,50,20,0,1.0,0.0,1.5
7.895850112851328,50,20,0,1.0,0.0,1.5
4.48329758497878,50,20,0,1.0,0.0,1.5
2.641647972219284,50,20,0,1.0,0.0,1.5
1.606551109279044,50,20,0,1.0,0.0,1.5
182.7661721394223,50,10,0,5.0,1.0,0.0
100.35182857296964,50,10,0,5.0,1.0,0.0
58.38798913756817,50,10,0,5.0,1.0,0.0
35.853004712059956,50,10,0,5.0,1.0,0.0
23.08410673690961,50,10,0,5.0,1.0,0.0
15.464185897235362,50,10,0,5.0,1.0,0.0
18.846358618904304,40,10,10,0.0,0.47,0.0
10.559549835933904,40,10,10,0.0,0.47,0.0
6.274842179088382,40,10,10,0.0,0.47,0.0
3.932975200827165,40,10,10,0.0,0.47,0.0
2.5806825043338524,40,10,10,0.0,0.47,0.0
1.75826523462032,40,10,10,0.0,0.47,0.0
289.5195243429116,65,0,10,5.0,5.0,0.5
166.51724412192783,65,0,10,5.0,5.0,0.5
102.82327159239068,65,0,10,5.0,5.0,0.5
67.8134194522363,65,0,10,5.0,5.0,0.5
47.365068616728784,65,0,10,5.0,5.0,0.5
34.698342463130864,65,0,10,5.0,5.0,0.5
141.98279280979253,40,20,20,5.0,0.0,1.5
67.26340319692969,40,20,20,5.0,0.0,1.5
32.8508348533492,40,20,20,5.0,0.0,1.5
16.493978756029357,40,20,20,5.0,0.0,1.5
8.474193937301687,40,20,20,5.0,0.0,1.5
4.4252621226506585,40,20,20,5.0,0.0,1.5
0.0010006960950849,65,20,0,0.0,0.0,0.0
0.0008384968119252,65,20,0,0.0,0.0,0.0
0.0007339585907823,65,20,0,0.0,0.0,0.0
0.0006632878625076,65,20,0,0.0,0.0,0.0
0.0006133148352448,65,20,0,0.0,0.0,0.0
0.0005764724606224,65,20,0,0.0,0.0,0.0
150.23044188338153,65,10,0,5.0,1.0,1.5
83.73942687475537,65,10,0,5.0,1.0,1.5
49.68864454592492,65,10,0,5.0,1.0,1.5
31.252564664103264,65,10,0,5.0,1.0,1.5
20.69137236382428,65,10,0,5.0,1.0,1.5
14.302086298485817,65,10,0,5.0,1.0,1.5
-1.9824717992734723e-05,65,20,20,0.0,0.0,0.0
-1.7975497810821675e-05,65,20,20,0.0,0.0,0.0
-1.57407111109213e-05,65,20,20,0.0,0.0,0.0
-1.3521358341307954e-05,65,20,20,0.0,0.0,0.0
-1.1464988519450377e-05,65,20,20,0.0,0.0,0.0
-9.61366560814226e-06,65,20,20,0.0,0.0,0.0
386.0984580749413,50,0,0,5.0,5.0,0.0
227.0726550322166,50,0,0,5.0,5.0,0.0
144.44934627758602,50,0,0,5.0,5.0,0.0
98.81460496237231,50,0,0,5.0,5.0,0.0
71.98288792917137,50,0,0,5.0,5.0,0.0
55.21800222900481,50,0,0,5.0,5.0,0.0
19.446479198592694,40,10,10,0.0,0.0,0.54
8.544960634936,40,10,10,0.0,0.0,0.54
3.835675694028849,40,10,10,0.0,0.0,0.54
1.7548209578082723,40,10,10,0.0,0.0,0.54
0.8141388150227752,40,10,10,0.0,0.0,0.54
0.3792342670589427,40,10,10,0.0,0.0,0.54
120.87357218063568,50,10,20,5.0,0.0,0.0
62.16210918874312,50,10,20,5.0,0.0,0.0
33.305520796126835,50,10,20,5.0,0.0,0.0
18.524947711345728,50,10,20,5.0,0.0,0.0
10.640268142011688,50,10,20,5.0,0.0,0.0
6.269115520326913,50,10,20,5.0,0.0,0.0
58.310641281138274,65,0,10,1.0,1.0,0.5
33.675561333745776,65,0,10,1.0,1.0,0.5
20.89884434079816,65,0,10,1.0,1.0,0.5
13.861333201031584,65,0,10,1.0,1.0,0.5
9.74008534236956,65,0,10,1.0,1.0,0.5
7.179197755123629,65,0,10,1.0,1.0,0.5
172.52413081660538,40,20,0,5.0,1.0,0.0
89.85224312503328,40,20,0,5.0,1.0,0.0
48.89055473281556,40,20,0,5.0,1.0,0.0
27.698915761090145,40,20,0,5.0,1.0,0.0
16.25914232928428,40,20,0,5.0,1.0,0.0
9.8301952570768,40,20,0,5.0,1.0,0.0
433.04341526517373,40,10,0,5.0,5.0,1.5
232.7376124422738,40,10,0,5.0,5.0,1.5
133.24108356770537,40,10,0,5.0,5.0,1.5
81.04738011882769,40,10,0,5.0,5.0,1.5
52.06550505727457,40,10,0,5.0,5.0,1.5
35.0370399258707,40,10,0,5.0,5.0,1.5
52.18866637078412,65,10,20,1.0,1.0,0.0
28.150810795369654,65,10,20,1.0,1.0,0.0
16.00754784906254,65,10,20,1.0,1.0,0.0
9.563706777687829,65,10,20,1.0,1.0,0.0
5.972317392747171,65,10,20,1.0,1.0,0.0
3.8743111769652456,65,10,20,1.0,1.0,0.0
0.0009956154913375,65,0,10,0.0,0.0,0.0
0.0008353858314889,65,0,10,0.0,0.0,0.0
0.0007318873853774,65,0,10,0.0,0.0,0.0
0.0006618024699999,65,0,10,0.0,0.0,0.0
0.000612181921686,65,0,10,0.0,0.0,0.0
0.0005755653745632,65,0,10,0.0,0.0,0.0
177.72602461811033,40,20,20,1.0,5.0,0.0
91.64177957232413,40,20,20,1.0,5.0,0.0
49.24330026620229,40,20,20,1.0,5.0,0.0
27.492594018104057,40,20,20,1.0,5.0,0.0
15.879627031563894,40,20,20,1.0,5.0,0.0
9.440060241359904,40,20,20,1.0,5.0,0.0
173.978268150183,50,0,20,0.0,5.0,0.0
99.7382590077638,50,0,20,0.0,5.0,0.0
61.157408102815324,50,0,20,0.0,5.0,0.0
39.89737452705031,50,0,20,0.0,5.0,0.0
27.472257957411767,50,0,20,0.0,5.0,0.0
19.79091543548617,50,0,20,0.0,5.0,0.0
282.10014583363926,40,20,20,5.0,5.0,0.0
142.9556263543957,40,20,20,5.0,5.0,0.0
75.37789328585599,40,20,20,5.0,5.0,0.0
41.27962911421532,40,20,20,5.0,5.0,0.0
23.41282417675687,40,20,20,5.0,5.0,0.0
13.706079842704732,40,20,20,5.0,5.0,0.0
388.3996266427953,40,0,10,5.0,5.0,0.5
217.88666048053705,40,0,10,5.0,5.0,0.5
130.9914820981765,40,0,10,5.0,5.0,0.5
84.07118540298052,40,0,10,5.0,5.0,0.5
57.18114345304237,40,0,10,5.0,5.0,0.5
40.84368359112412,40,0,10,5.0,5.0,0.5
154.71109117189354,65,0,0,0.0,5.0,0.0
93.48290017045856,65,0,0,0.0,5.0,0.0
61.346358737142374,65,0,0,0.0,5.0,0.0
43.3720517296153,65,0,0,0.0,5.0,0.0
32.648340589574794,65,0,0,0.0,5.0,0.0
25.840161774831625,65,0,0,0.0,5.0,0.0
267.9030819078522,40,10,0,5.0,1.0,1.5
138.5938857191141,40,10,0,5.0,1.0,1.5
75.96059928206546,40,10,0,5.0,1.0,1.5
44.07185584579359,40,10,0,5.0,1.0,1.5
26.95632781398792,40,10,0,5.0,1.0,1.5
17.264546441823633,40,10,0,5.0,1.0,1.5
56.29929456374392,40,20,20,1.0,0.0,1.5
25.48767727621132,40,20,20,1.0,0.0,1.5
11.86720542961269,40,20,20,1.0,0.0,1.5
5.671246396330977,40,20,20,1.0,0.0,1.5
2.7688894858940643,40,20,20,1.0,0.0,1.5
1.3694379893775994,40,20,20,1.0,0.0,1.5
349.3011232203522,40,10,10,5.0,5.0,0.5
187.64169561115543,40,10,10,5.0,5.0,0.5
106.48913811591136,40,10,10,5.0,5.0,0.5
63.63017067229318,40,10,10,5.0,5.0,0.5
39.80553488498234,40,10,10,5.0,5.0,0.5
25.889321036913778,40,10,10,5.0,5.0,0.5
108.80411107797332,50,20,20,5.0,0.0,1.5
53.88772239745304,50,20,20,5.0,0.0,1.5
27.629739408256,50,20,20,5.0,0.0,1.5
14.638127079453485,50,20,20,5.0,0.0,1.5
7.992323070094783,50,20,20,5.0,0.0,1.5
4.483895244663248,50,20,20,5.0,0.0,1.5
67.99683382075266,40,20,0,1.0,1.0,0.0
36.33922291546891,40,20,0,1.0,1.0,0.0
20.403693756851244,40,20,0,1.0,1.0,0.0
11.990730894056528,40,20,0,1.0,1.0,0.0
7.3348190679406065,40,20,0,1.0,1.0,0.0
4.6401260394069155,40,20,0,1.0,1.0,0.0
0.1037140884498845,50,0,20,0.0,0.0,0.5
0.0467430714377083,50,0,20,0.0,0.0,0.5
0.0217870396443863,50,0,20,0.0,0.0,0.5
0.010564257699983,50,0,20,0.0,0.0,0.5
0.0053761244951257,50,0,20,0.0,0.0,0.5
0.0029076801886994,50,0,20,0.0,0.0,0.5
56.34325870358776,65,10,0,1.0,1.0,1.5
31.848787051500917,65,10,0,1.0,1.0,1.5
19.204419764467104,65,10,0,1.0,1.0,1.5
12.290120576868627,65,10,0,1.0,1.0,1.5
8.282795663154262,65,10,0,1.0,1.0,1.5
5.826800606682778,65,10,0,1.0,1.0,1.5
166.09082262399642,50,20,0,5.0,1.0,1.5
87.02052953836173,50,20,0,5.0,1.0,1.5
47.709148839911855,50,20,0,5.0,1.0,1.5
27.28009512210275,50,20,0,5.0,1.0,1.5
16.18976625863844,50,20,0,5.0,1.0,1.5
9.91446996174686,50,20,0,5.0,1.0,1.5
178.6822326369545,65,0,10,1.0,5.0,0.5
104.22566136929836,65,0,10,1.0,5.0,0.5
65.39687797482259,65,0,10,1.0,5.0,0.5
43.868738273688265,65,0,10,1.0,5.0,0.5
31.168365481398357,65,0,10,1.0,5.0,0.5
23.2148567605134,65,0,10,1.0,5.0,0.5
103.72674591576788,40,0,10,1.0,1.0,0.5
56.29774710322137,40,0,10,1.0,1.0,0.5
32.82538893769347,40,0,10,1.0,1.0,0.5
20.53425319290705,40,0,10,1.0,1.0,0.5
13.699333902705137,40,0,10,1.0,1.0,0.5
9.659583254274873,40,0,10,1.0,1.0,0.5
77.7126083084753,40,0,10,1.0,1.0,0.0
44.51145870715344,40,0,10,1.0,1.0,0.0
27.32739630240185,40,0,10,1.0,1.0,0.0
17.893341966698568,40,0,10,1.0,1.0,0.0
12.39455346089715,40,0,10,1.0,1.0,0.0
8.998502446775285,40,0,10,1.0,1.0,0.0
234.466695634101,50,0,0,1.0,5.0,0.0
140.66977478319944,50,0,0,1.0,5.0,0.0
91.56057589797946,50,0,0,1.0,5.0,0.0
64.177657874525,50,0,0,1.0,5.0,0.0
47.899405842010175,50,0,0,1.0,5.0,0.0
37.60591779128889,50,0,0,1.0,5.0,0.0
32.314718839884996,50,20,20,0.0,1.0,0.0
16.805480925959966,50,20,20,0.0,1.0,0.0
9.11740148440309,50,20,20,0.0,1.0,0.0
5.143001871293302,50,20,20,0.0,1.0,0.0
3.0023893820575185,50,20,20,0.0,1.0,0.0
1.8039523327236917,50,20,20,0.0,1.0,0.0
90.4538406479645,40,10,10,1.0,1.0,0.5
47.48668346968984,40,10,10,1.0,1.0,0.5
26.39654884938801,40,10,10,1.0,1.0,0.5
15.503090366693275,40,10,10,1.0,1.0,0.5
9.571104798285168,40,10,10,1.0,1.0,0.5
6.167279989517857,40,10,10,1.0,1.0,0.5
173.41210824094443,50,10,10,5.0,1.0,0.5
92.95033519054324,50,10,10,5.0,1.0,0.5
52.461561338340154,50,10,10,5.0,1.0,0.5
31.073816525942178,50,10,10,5.0,1.0,0.5
19.214717285514475,50,10,10,5.0,1.0,0.5
12.326060727499446,50,10,10,5.0,1.0,0.5
256.08652899856736,40,0,0,5.0,1.0,0.5
143.87813818982394,40,0,0,5.0,1.0,0.5
87.17356788011597,40,0,0,5.0,1.0,0.5
56.8012018967947,40,0,0,5.0,1.0,0.5
39.510508222688344,40,0,0,5.0,1.0,0.5
29.049391918183204,40,0,0,5.0,1.0,0.5
154.789871044354,65,0,10,5.0,1.0,0.5
87.94882333231186,65,0,10,5.0,1.0,0.5
53.55967603755479,65,0,10,5.0,1.0,0.5
34.80479665410928,65,0,10,5.0,1.0,0.5
23.947847610257263,65,0,10,5.0,1.0,0.5
17.286799670486534,65,0,10,5.0,1.0,0.5
192.3403098396896,50,20,0,1.0,5.0,1.5
104.27639105696932,50,20,0,1.0,5.0,1.5
59.52910624396935,50,20,0,1.0,5.0,1.5
35.62569617529245,50,20,0,1.0,5.0,1.5
22.21113391755018,50,20,0,1.0,5.0,1.5
14.324071259694646,50,20,0,1.0,5.0,1.5
192.71937960022413,40,10,10,2.5,2.5,0.6
102.73205369618356,40,10,10,2.5,2.5,0.6
57.92717182911101,40,10,10,2.5,2.5,0.6
34.444683541372186,40,10,10,2.5,2.5,0.6
21.476822010764177,40,10,10,2.5,2.5,0.6
13.941064614615703,40,10,10,2.5,2.5,0.6
119.06637188015516,65,0,10,5.0,0.0,0.5
67.06155135558396,65,0,10,5.0,0.0,0.5
40.422906474742014,65,0,10,5.0,0.0,0.5
25.973601721010606,65,0,10,5.0,0.0,0.5
17.66189825460629,65,0,10,5.0,0.0,0.5
12.597987473034062,65,0,10,5.0,0.0,0.5
175.26742470932436,50,20,20,1.0,5.0,1.5
90.4818029321478,50,20,20,1.0,5.0,1.5
48.686202479245026,50,20,20,1.0,5.0,1.5
27.22238120678537,50,20,20,1.0,5.0,1.5
15.748936673107885,50,20,20,1.0,5.0,1.5
9.378397004428846,50,20,20,1.0,5.0,1.5
106.53636205098132,65,20,0,5.0,0.0,0.0
56.41821489070448,65,20,0,5.0,0.0,0.0
31.369490803278783,65,20,0,5.0,0.0,0.0
18.260148626025256,65,20,0,5.0,0.0,0.0
11.078692635347304,65,20,0,5.0,0.0,0.0
6.969487953103537,65,20,0,5.0,0.0,0.0
313.1359293177262,40,20,20,5.0,5.0,1.5
155.973606583826,40,20,20,5.0,5.0,1.5
80.88766058208267,40,20,20,5.0,5.0,1.5
43.612764453780386,40,20,20,5.0,5.0,1.5
24.384273520534677,40,20,20,5.0,5.0,1.5
14.08853177060145,40,20,20,5.0,5.0,1.5
191.37614204644296,50,0,0,0.0,5.0,0.0
115.89517172162586,50,0,0,0.0,5.0,0.0
76.22836604687767,50,0,0,0.0,5.0,0.0
54.01030420057391,50,0,0,0.0,5.0,0.0
40.73442667087765,50,0,0,0.0,5.0,0.0
32.29337496745245,50,0,0,0.0,5.0,0.0
94.2970439488132,65,20,20,5.0,0.0,0.0
47.715960317674465,65,20,20,5.0,0.0,0.0
25.13755480601355,65,20,20,5.0,0.0,0.0
13.772263917758057,65,20,20,5.0,0.0,0.0
7.833462762460046,65,20,20,5.0,0.0,0.0
4.616661792494471,65,20,20,5.0,0.0,0.0
0.0009956154913375,65,10,10,0.0,0.0,1.5
0.0008353858314889,65,10,10,0.0,0.0,1.5
0.0007318873853774,65,10,10,0.0,0.0,1.5
0.0006618024699999,65,10,10,0.0,0.0,1.5
0.000612181921686,65,10,10,0.0,0.0,1.5
0.0005755653745632,65,10,10,0.0,0.0,1.5
-1.9824717992734723e-05,50,10,20,0.0,0.0,0.0
-1.7975497810821675e-05,50,10,20,0.0,0.0,0.0
-1.57407111109213e-05,50,10,20,0.0,0.0,0.0
-1.3521358341307954e-05,50,10,20,0.0,0.0,0.0
-1.1464988519450377e-05,50,10,20,0.0,0.0,0.0
-9.61366560814226e-06,50,10,20,0.0,0.0,0.0
39.92244902372362,50,0,20,0.0,1.0,0.5
