pop_diffs_2045_2065,age_effect,initial_effect,final_effect,mort_effect,prod_effect,fert_effect
240.67275744196712,40,20,0,5.0,5.0,0.0
186.3693707361492,65,10,20,5.0,5.0,0.5
27.14516570368187,65,20,10,1.0,0.0,1.5
0.0,40,20,10,0.0,0.0,0.5
79.3144313590484,50,0,10,1.0,0.0,1.5
17.99981155297081,40,20,20,1.0,1.0,0.0
0.0,65,0,20,0.0,5.0,1.5
433.7160958169063,50,0,0,5.0,0.0,0.5
72.72236632114243,65,0,0,1.0,0.0,1.5
8.628528362085433,40,0,20,0.0,1.0,1.5
40.7827107535324,65,10,20,1.0,1.0,0.5
0.8898319159117136,40,10,20,0.0,1.0,1.5
400.92985442552026,40,0,10,5.0,5.0,0.0
0.0,40,10,20,0.0,0.0,0.0
433.67687540387936,50,0,0,5.0,1.0,0.0
360.8008668338476,50,10,0,5.0,1.0,0.5
48.73119428749561,40,10,20,1.0,0.0,0.0
385.3818445418204,50,0,10,5.0,5.0,1.5
0.8898319159117136,40,10,20,0.0,0.0,1.5
240.67275744196712,40,20,0,5.0,1.0,0.5
8.628528362085433,40,0,20,0.0,0.0,1.5
72.72236632114243,65,0,0,1.0,1.0,1.5
433.7160958169063,50,0,0,5.0,1.0,0.5
354.18121610185244,65,0,0,5.0,1.0,0.0
79.3144313590484,50,0,10,1.0,1.0,1.5
0.0,40,20,20,0.0,1.0,0.0
341.53895482185675,50,0,20,5.0,1.0,0.0
354.18121610185244,65,0,0,5.0,5.0,1.5
0.0,40,20,20,0.0,5.0,0.0
0.0,65,10,20,0.0,1.0,0.0
354.18121610185244,65,0,0,5.0,5.0,0.0
0.0,65,20,20,0.0,5.0,0.5
63.80354931460141,50,10,10,1.0,0.0,0.5
0.0111439152231014,50,0,20,0.0,5.0,0.5
17.99981155297081,40,20,20,1.0,5.0,1.5
310.1955081984151,40,10,10,5.0,0.0,0.5
65.50522573256717,65,0,10,1.0,0.0,0.5
85.11765898622929,40,10,0,1.0,0.0,1.5
305.1475409245265,65,10,0,5.0,0.0,1.5
77.67716907063249,40,20,20,5.0,1.0,1.5
50.60011167679016,50,20,0,1.0,0.0,1.5
360.7919121783228,50,10,0,5.0,1.0,0.0
0.0,40,10,10,0.0,0.47,0.0
320.18542155908506,65,0,10,5.0,5.0,0.5
77.67716907063249,40,20,20,5.0,0.0,1.5
5.684341886080803e-14,65,20,0,0.0,0.0,0.0
305.1475409245265,65,10,0,5.0,1.0,1.5
0.0,65,20,20,0.0,0.0,0.0
433.67687540387936,50,0,0,5.0,5.0,0.0
0.5579709879846178,40,10,10,0.0,0.0,0.54
215.24802774395496,50,10,20,5.0,0.0,0.0
65.50522573256717,65,0,10,1.0,1.0,0.5
240.67275744196712,40,20,0,5.0,1.0,0.0
380.53475061179074,40,10,0,5.0,5.0,1.5
40.7827107535324,65,10,20,1.0,1.0,0.0
0.0,65,0,10,0.0,0.0,0.0
17.99981155297081,40,20,20,1.0,5.0,0.0
0.0,50,0,20,0.0,5.0,0.0
77.67716907063249,40,20,20,5.0,5.0,0.0
405.428235594822,40,0,10,5.0,5.0,0.5
0.0,65,0,0,0.0,5.0,0.0
380.53475061179074,40,10,0,5.0,1.0,1.5
17.99981155297081,40,20,20,1.0,0.0,1.5
310.1955081984151,40,10,10,5.0,5.0,0.5
75.72804600792534,50,20,20,5.0,0.0,1.5
52.28520611821352,40,20,0,1.0,1.0,0.0
0.0111439152231014,50,0,20,0.0,0.0,0.5
63.12941288230519,65,10,0,1.0,1.0,1.5
234.17136543645285,50,20,0,5.0,1.0,1.5
65.50522573256717,65,0,10,1.0,5.0,0.5
87.73328199199489,40,0,10,1.0,1.0,0.5
83.23648149766751,40,0,10,1.0,1.0,0.0
89.14237351632545,50,0,0,1.0,5.0,0.0
0.0,50,20,20,0.0,1.0,0.0
66.75915521977794,40,10,10,1.0,1.0,0.5
300.232100762111,50,10,10,5.0,1.0,0.5
462.1954084482032,40,0,0,5.0,1.0,0.5
320.18542155908506,65,0,10,5.0,1.0,0.5
50.60011167679016,50,20,0,1.0,5.0,1.5
158.05369176276804,40,10,10,2.5,2.5,0.6
320.18542155908506,65,0,10,5.0,0.0,0.5
17.49268320629818,50,20,20,1.0,5.0,1.5
204.70443258866243,65,20,0,5.0,0.0,0.0
77.67716907063249,40,20,20,5.0,5.0,1.5
0.0,50,0,0,0.0,5.0,0.0
66.70565961889821,65,20,20,5.0,0.0,0.0
0.0,65,10,10,0.0,0.0,1.5
0.0,50,10,20,0.0,0.0,0.0
0.0111439152231014,50,0,20,0.0,1.0,0.5
0.0,40,20,0,0.0,1.0,0.0
17.99981155297081,40,20,20,1.0,1.0,1.5
380.53475061179074,40,10,0,5.0,0.0,1.5
320.18542155908506,65,0,10,5.0,0.0,0.0
71.47004146311326,50,0,20,1.0,5.0,0.0
0.0,40,20,0,0.0,5.0,0.0
354.18121610185244,65,0,0,5.0,1.0,1.5
52.28520611821352,40,20,0,1.0,1.0,0.5
186.3693707361492,65,10,20,5.0,0.0,0.5
27.145165703681812,65,20,10,1.0,5.0,1.5
79.3144313590484,50,0,10,1.0,5.0,1.5
204.70443258866263,65,20,0,5.0,1.0,0.5
